Number,Transaction
318,[2014-01-15 13:12:35] - Thomas Koch was added to AUTRICHE.
319,[2014-01-15 13:12:48] - Manuel Latusa was added to AUTRICHE.
320,[2014-01-15 13:13:04] - Brian Lebler was added to AUTRICHE.
321,[2014-01-15 13:13:12] - Thomas Raffl was added to AUTRICHE.
322,[2014-01-15 13:13:26] - Roland Kaspitz was added to AUTRICHE.
323,[2014-01-15 13:13:37] - Marco Pewal was added to AUTRICHE.
324,[2014-01-15 13:13:51] - Rafael Rotter was added to AUTRICHE.
325,[2014-01-15 13:14:03] - Daniel Oberkofler was added to AUTRICHE.
326,[2014-01-15 13:14:18] - Dominic Zwerger was added to AUTRICHE.
327,[2014-01-15 13:14:24] - Layne Viveiros was added to AUTRICHE.
328,[2014-01-15 13:14:46] - Martin Oraze was added to AUTRICHE.
329,[2014-01-15 13:15:08] - Matthias Trattnig was added to AUTRICHE.
330,[2014-01-15 13:15:21] - Daniel Welser was added to AUTRICHE.
331,[2014-01-15 13:16:40] - Robert Lukas was added to AUTRICHE.
332,[2014-01-15 13:16:48] - Florian Iberer was added to AUTRICHE.
333,[2014-01-15 13:16:56] - Gerhard Unterluggauer was added to AUTRICHE.
334,[2014-01-15 13:17:12] - Thomas Pock was added to AUTRICHE.
335,[2014-01-15 13:17:19] - Bernhard Starkbaum was added to AUTRICHE.
336,[2014-01-15 13:18:14] - Fabian Weinhandl was added to AUTRICHE.
337,[2014-01-15 13:18:35] - AUTRICHE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

338,[2014-01-15 15:11:47] - Antti Pihlstrom average salary was modify from 0 $ to 750 000 $.
339,[2014-01-15 15:11:47] - Charles-Olivier Roussel average salary was modify from 0 $ to 850 000 $.
340,[2014-01-15 15:11:47] - Victor Bartley average salary was modify from 0 $ to 900 000 $.
341,[2014-01-15 15:11:47] - Zach Budish average salary was modify from 0 $ to 900 000 $.
342,[2014-01-15 15:11:47] - 1659 Players were imported correctly!
343,[2014-01-15 15:11:47] - Update Stats Function for Players has been run.
344,[2014-01-15 15:12:47] - Rene Swette was added to AUTRICHE.
345,[2014-01-15 15:13:15] - Petri Kontiola was added to FINLANDE.
346,[2014-01-15 15:13:22] - Ossi Vaananen was added to FINLANDE.
347,[2014-01-15 15:13:33] - Jarkko Immonen was added to FINLANDE.
348,[2014-01-15 15:13:38] - Lasse Kukkonen was added to FINLANDE.
349,[2014-01-15 15:14:25] - Philip Grubauer was added to ALLEMAGNE.
350,[2014-01-15 15:14:41] - Dimitrij Kotschnew was added to ALLEMAGNE.
351,[2014-01-15 15:15:35] - Sascha Goc was added to ALLEMAGNE.
352,[2014-01-15 15:15:42] - Bernhard Ebner was added to ALLEMAGNE.
353,[2014-01-15 15:16:05] - Justin Krueger was added to ALLEMAGNE.
354,[2014-01-15 15:16:17] - Leon Draisaitl was added to ALLEMAGNE.
355,[2014-01-15 15:16:29] - Patrick Reimer was added to ALLEMAGNE.
356,[2014-01-15 15:16:43] - Daniel Pietta was added to ALLEMAGNE.
357,[2014-01-15 15:18:19] - Andre Rankel was added to ALLEMAGNE.
358,[2014-01-15 15:18:44] - Michael Wolf was added to ALLEMAGNE.
359,[2014-01-15 15:19:02] - Jerome Flaake was added to ALLEMAGNE.
360,[2014-01-15 15:19:12] - Alexander Barta was added to ALLEMAGNE.
361,[2014-01-15 15:19:18] - Felix Schutz was added to ALLEMAGNE.
362,[2014-01-15 15:21:23] - Pro Schedule has been created.
363,[2014-01-15 15:23:05] - Pro Playoff Lengths Value Modified to 1
364,[2014-01-15 15:23:06] - Farm Playoff Lengths Value Modified to 1
365,[2014-01-15 21:54:16] - Ladislav Smid was added to Rep.Tchèque.
366,[2014-01-16 12:47:24] - SLOVAQUIE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

367,[2014-01-16 12:49:37] - Roman Wick - NP was erased.
368,[2014-01-16 12:49:39] - 1695 Players were imported correctly!
369,[2014-01-16 12:49:39] - Update Stats Function for Players has been run.
370,[2014-01-16 12:50:48] - Dominik Granak was added to SLOVAQUIE.
371,[2014-01-16 12:52:17] - SUISSE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

372,[2014-01-16 12:52:47] - Philippe Furrer was added to SUISSE.
373,[2014-01-16 12:52:59] - Mathias Seger was added to SUISSE.
374,[2014-01-16 12:53:14] - Severin Blindenbacher was added to SUISSE.
375,[2014-01-16 12:54:04] - Andres Ambuhl was added to SUISSE.
376,[2014-01-16 12:54:35] - Matthias Bieber was added to SUISSE.
377,[2014-01-16 12:54:52] - Morris Trachsler was added to SUISSE.
378,[2014-01-16 12:55:17] - Martin Pluss was added to SUISSE.
379,[2014-01-16 12:55:52] - Simon Bodenmann was added to SUISSE.
380,[2014-01-16 12:55:57] - Simon Moser was added to SUISSE.
381,[2014-01-16 12:56:35] - Luca Cunti was added to SUISSE.
382,[2014-01-16 12:56:47] - Ryan Gardner was added to SUISSE.
383,[2014-01-16 12:57:03] - Kevin Romy was added to SUISSE.
384,[2014-01-16 12:57:19] - Roman Wick was added to SUISSE.
385,[2014-01-16 12:57:22] - SUISSE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

386,[2014-01-16 13:09:23] - Martin Cibak was added to SLOVAQUIE.
387,[2014-01-16 13:09:29] - Ivan Baranka was added to SLOVAQUIE.
388,[2014-01-16 13:09:56] - Jozef Stumpel was added to SLOVAQUIE.
389,[2014-01-16 13:10:11] - Branko Radivojevic was added to SLOVAQUIE.
390,[2014-01-16 13:10:30] - Rudolf Huna was added to SLOVAQUIE.
391,[2014-01-16 13:12:32] - Nicklas Jensen was added to DANEMARK.
392,[2014-01-16 13:13:25] - Patrick Bjorkstrand was added to DANEMARK.
393,[2014-01-16 13:13:53] - Morten Green was added to DANEMARK.
394,[2014-01-16 13:13:55] - Morten Madsen was added to DANEMARK.
395,[2014-01-16 13:14:09] - Kirill Starkov was added to DANEMARK.
396,[2014-01-16 13:14:35] - Nichlas Hardt was added to DANEMARK.
397,[2014-01-16 13:14:55] - Thor Dresler was added to DANEMARK.
398,[2014-01-16 13:15:22] - Stefan Lassen was added to DANEMARK.
399,[2014-01-16 13:15:36] - Mads Boedker was added to DANEMARK.
400,[2014-01-16 13:15:37] - Mads Eller was added to DANEMARK.
401,[2014-01-16 13:16:02] - Markus Lauridsen was added to DANEMARK.
402,[2014-01-16 13:16:10] - Oliver Lauridsen was added to DANEMARK.
403,[2014-01-16 13:16:20] - Rasmus Nielsen was added to DANEMARK.
404,[2014-01-16 13:16:30] - Daniel Nielsen was added to DANEMARK.
405,[2014-01-16 13:16:56] - Simon Nielsen was added to DANEMARK.
406,[2014-01-16 13:17:09] - Sebastian Dahm was added to DANEMARK.
407,[2014-01-17 07:59:52] - Philip Larsen was added to DANEMARK.
408,[2014-01-21 21:59:43] - 1784 Players were imported correctly!
409,[2014-01-21 21:59:43] - Update Stats Function for Players has been run.
410,[2014-01-21 22:03:13] - AUTRICHE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

411,[2014-01-21 22:03:25] - SLOVÉNIE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

412,[2014-01-21 22:05:06] - Anze Kopitar was added to SLOVÉNIE.
413,[2014-01-21 22:05:19] - Rok Ticar was added to SLOVÉNIE.
414,[2014-01-21 22:05:45] - Miha Verlic was added to SLOVÉNIE.
415,[2014-01-21 22:05:54] - Ales Music was added to SLOVÉNIE.
416,[2014-01-21 22:06:04] - Bostjan Golicic was added to SLOVÉNIE.
417,[2014-01-21 22:06:18] - Ziga Jeglic was added to SLOVÉNIE.
418,[2014-01-21 22:06:21] - Ziga Pance was added to SLOVÉNIE.
419,[2014-01-21 22:09:19] - Anze Kuralt was added to SLOVÉNIE.
420,[2014-01-21 22:09:29] - Jan Mursak was added to SLOVÉNIE.
421,[2014-01-21 22:09:54] - Tomaz Razingar was added to SLOVÉNIE.
422,[2014-01-21 22:10:10] - David Rodman was added to SLOVÉNIE.
423,[2014-01-21 22:10:18] - Marcel Rodman was added to SLOVÉNIE.
424,[2014-01-21 22:10:32] - Robert Sabolic was added to SLOVÉNIE.
425,[2014-01-21 22:10:42] - Jan Urbas was added to SLOVÉNIE.
426,[2014-01-21 22:11:00] - Blaz Gregorc was added to SLOVÉNIE.
427,[2014-01-21 22:11:31] - Sabahudin Kovacevic was added to SLOVÉNIE.
428,[2014-01-21 22:11:37] - Ales Kranjc was added to SLOVÉNIE.
429,[2014-01-21 22:11:47] - Ziga Pavlin was added to SLOVÉNIE.
430,[2014-01-21 22:11:56] - Matic Podlipnik was added to SLOVÉNIE.
431,[2014-01-21 22:12:03] - Klemen Pretnar was added to SLOVÉNIE.
432,[2014-01-21 22:12:30] - Mitja Robar was added to SLOVÉNIE.
433,[2014-01-21 22:12:47] - Andrej Tavzelj was added to SLOVÉNIE.
434,[2014-01-21 22:12:52] - Andrej Hocevar was added to SLOVÉNIE.
435,[2014-01-21 22:13:04] - Luka Gracnar was added to SLOVÉNIE.
436,[2014-01-21 22:13:16] - Robert Kristan was added to SLOVÉNIE.
437,[2014-01-21 22:13:24] - LETTONIE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

438,[2014-01-21 22:13:35] - SUISSE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

439,[2014-01-21 22:15:35] - Thomas Roussel was added to FRANCE.
440,[2014-01-21 22:15:58] - Fabrice Lhenry was added to FRANCE.
441,[2014-01-21 22:16:11] - Ronan Quemener was added to FRANCE.
442,[2014-01-21 22:16:23] - Tim Bozon was added to FRANCE.
443,[2014-01-21 22:16:35] - Loic Lamperier was added to FRANCE.
444,[2014-01-21 22:16:57] - Julien Desrosiers was added to FRANCE.
445,[2014-01-21 22:17:05] - Valentin Claireaux was added to FRANCE.
446,[2014-01-21 22:17:14] - Charles Bertrand was added to FRANCE.
447,[2014-01-21 22:17:27] - Pierre-Edouard Bellemare was added to FRANCE.
448,[2014-01-21 22:17:39] - Teddy Da Costa was added to FRANCE.
449,[2014-01-21 22:17:48] - Damien Fleury was added to FRANCE.
450,[2014-01-21 22:17:56] - Laurent Meunier was added to FRANCE.
451,[2014-01-21 22:18:03] - Nicholas Drazenovic was added to FRANCE.
452,[2014-01-21 22:18:08] - Sacha Treille was added to FRANCE.
453,[2014-01-21 22:18:21] - Gregory Beron was added to FRANCE.
454,[2014-01-21 22:18:30] - Yohann Auvitu was added to FRANCE.
455,[2014-01-21 22:19:01] - Jonathan Janil was added to FRANCE.
456,[2014-01-21 22:19:27] - Antonin Manavian was added to FRANCE.
457,[2014-01-21 22:19:45] - Maxime Moisand was added to FRANCE.
458,[2014-01-21 22:20:19] - Nicolas Besch was added to FRANCE.
459,[2014-01-21 22:20:25] - Kevin Hecquefeuille was added to FRANCE.
460,[2014-01-21 22:21:24] - Lars Haugen was added to NORVÈGE.
461,[2014-01-21 22:21:26] - Lars Volden was added to NORVÈGE.
462,[2014-01-21 22:21:40] - Steffen Soberg was added to NORVÈGE.
463,[2014-01-21 22:21:49] - Alexander Bonsaksen was added to NORVÈGE.
464,[2014-01-21 22:22:10] - Jonas Holos was added to NORVÈGE.
465,[2014-01-21 22:22:18] - Henrik Solberg was added to NORVÈGE.
466,[2014-01-21 22:22:27] - Daniel Sorvik was added to NORVÈGE.
467,[2014-01-21 22:22:34] - Ole-Kristian Tollefsen was added to NORVÈGE.
468,[2014-01-21 22:22:48] - Mads Hansen was added to NORVÈGE.
469,[2014-01-21 22:23:00] - Mats Trygg was added to NORVÈGE.
470,[2014-01-21 22:23:19] - Henrik Odegaard was added to NORVÈGE.
471,[2014-01-21 22:23:53] - Mattias Norstebo was added to NORVÈGE.
472,[2014-01-21 22:24:17] - Morten Ask was added to NORVÈGE.
473,[2014-01-21 22:24:38] - Anders Bastiansen was added to NORVÈGE.
474,[2014-01-21 22:24:54] - Robin Dahlstrom was added to NORVÈGE.
475,[2014-01-21 22:25:02] - Kristian Forsberg was added to NORVÈGE.
476,[2014-01-21 22:25:19] - Andreas Martinsen was added to NORVÈGE.
477,[2014-01-21 22:25:35] - Sondre Olden was added to NORVÈGE.
478,[2014-01-21 22:25:43] - Ken Andre Olimb was added to NORVÈGE.
479,[2014-01-21 22:26:02] - Mathis Olimb was added to NORVÈGE.
480,[2014-01-21 22:26:20] - Niklas Roest was added to NORVÈGE.
481,[2014-01-21 22:26:36] - Mats Rosseli Olsen was added to NORVÈGE.
482,[2014-01-21 22:26:39] - Mats Zuccarello was added to NORVÈGE.
483,[2014-01-21 22:26:54] - Martin Roymark was added to NORVÈGE.
484,[2014-01-21 22:27:04] - Per-Age Skroder was added to NORVÈGE.
485,[2014-01-21 22:27:13] - Patrick Thoresen was added to NORVÈGE.
486,[2014-01-21 22:30:18] - Pavel Chernook was added to BÉLARUS.
487,[2014-01-21 22:30:52] - Sergei Kostitsyn was added to BÉLARUS.
488,[2014-01-21 22:31:03] - Sergei Demagin was added to BÉLARUS.
489,[2014-01-21 22:31:31] - Artyom Demkov was added to BÉLARUS.
490,[2014-01-21 22:31:48] - Vladimir Denisov was added to BÉLARUS.
491,[2014-01-21 22:32:05] - Andrei Kostitsyn was added to BÉLARUS.
492,[2014-01-21 22:32:11] - Andrei Filichkin was added to BÉLARUS.
493,[2014-01-21 22:32:22] - Oleg Goroshko was added to BÉLARUS.
494,[2014-01-21 22:32:54] - Mikhail Grabovski was added to BÉLARUS.
495,[2014-01-21 22:33:04] - Raman Hrabarenka was added to BÉLARUS.
496,[2014-01-21 22:33:26] - Alexei Kalyuzhny was added to BÉLARUS.
497,[2014-01-21 22:33:36] - Alexander Kitarov was added to BÉLARUS.
498,[2014-01-21 22:33:44] - Konstantin Koltsov was added to BÉLARUS.
499,[2014-01-21 22:34:12] - Dmitry Korobov was added to BÉLARUS.
500,[2014-01-21 22:34:32] - Vitali Koval was added to BÉLARUS.
501,[2014-01-21 22:35:31] - Yevgeni Kovyrshin was added to BÉLARUS.
502,[2014-01-21 22:35:43] - Andrei Bashko was added to BÉLARUS.
503,[2014-01-21 22:36:03] - Dmitri Milchakov was added to BÉLARUS.
504,[2014-01-21 22:36:06] - Dmitri Kosmachev was added to BÉLARUS.
505,[2014-01-21 22:36:13] - Dmitri Meleshko was added to BÉLARUS.
506,[2014-01-21 22:36:41] - Andrei Mezin was added to BÉLARUS.
507,[2014-01-21 22:36:48] - Andrei Mikhalev was added to BÉLARUS.
508,[2014-01-21 22:37:02] - Andrei Stas was added to BÉLARUS.
509,[2014-01-21 22:37:53] - Nikolai Stasenko was added to BÉLARUS.
510,[2014-01-21 22:38:09] - Andrei Stepanov was added to BÉLARUS.
511,[2014-01-21 22:38:19] - Alexei Ugarov was added to BÉLARUS.
512,[2014-01-21 22:38:23] - BÉLARUS roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Forward available in Pro Team! 0 Dressed. 6 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Maximum Players Limit Reached in Pro Team!
Some errors will be automatically fixed.

513,[2014-01-21 22:38:49] - BÉLARUS paid 0 $ to release Dmitri Kosmachev.
514,[2014-01-21 22:38:49] - Dmitri Kosmachev was released by BÉLARUS.
515,[2014-01-21 22:41:29] - Jack Capuano was created.
516,[2014-01-21 22:42:06] - Michel Therrien was created.
517,[2014-01-21 22:42:17] - AUTRICHE hired Jack Capuano for 355 000 $ for 3 year(s).
518,[2014-01-21 22:44:44] - Matjaz Kopitar was created.
519,[2014-01-21 22:44:53] - SLOVÉNIE hired Matjaz Kopitar for 850 000 $ for 2 year(s).
520,[2014-01-21 22:45:00] - FRANCE hired Michel Therrien for 8 555 555 $ for 1 year(s).
521,[2014-01-21 22:46:18] - Roy Johansen was created.
522,[2014-01-21 22:46:26] - NORVÈGE hired Roy Johansen for 500 000 $ for 1 year(s).
523,[2014-01-21 22:49:19] - Dan Bylsma was created.
524,[2014-01-21 22:49:28] - USA hired Dan Bylsma for 560 000 $ for 2 year(s).
525,[2014-01-21 22:52:03] - Pavel Perepekhin was created.
526,[2014-01-21 22:52:13] - BÉLARUS hired Pavel Perepekhin for 500 000 $ for 5 year(s).
527,[2014-01-21 23:06:04] - AUTRICHE roster errors : Not enough Centers available in Pro Team! 0 Dressed. 3 Required.
Not enough Left Wings available in Pro Team! 0 Dressed. 3 Required.
Not enough Right Wings available in Pro Team! 0 Dressed. 3 Required.
